Date,Currency,Price,Volume
2025-02-20 11:00:00,BTC-USD,97001,43.40331509
2025-02-20 10:55:00,BTC-USD,96918.01,43.07923041
2025-02-20 10:50:00,BTC-USD,97034.71,57.54642989
2025-02-20 10:45:00,BTC-USD,97086.98,44.7646159
2025-02-20 10:40:00,BTC-USD,97225.84,48.92270709
2025-02-20 10:35:00,BTC-USD,97216.42,38.62660976
2025-02-20 10:30:00,BTC-USD,97186.15,45.51817414
2025-02-20 10:25:00,BTC-USD,97131.52,47.34176555
2025-02-20 10:20:00,BTC-USD,97059.11,61.00138999
2025-02-20 10:15:00,BTC-USD,97246.59,69.31987187
2025-02-20 10:10:00,BTC-USD,97075.48,84.68699836
2025-02-20 10:05:00,BTC-USD,97040.77,61.4912282
2025-02-20 10:00:00,BTC-USD,97189.21,150.22199099
2025-02-20 09:55:00,BTC-USD,96986.41,155.43160965
2025-02-20 09:50:00,BTC-USD,97078.81,99.732534
2025-02-20 09:45:00,BTC-USD,97405.81,82.73431586
2025-02-20 09:40:00,BTC-USD,97748.77,73.84158843
2025-02-20 09:35:00,BTC-USD,97914.89,151.78501471
2025-02-20 09:30:00,BTC-USD,98007.14,206.64576792
2025-02-20 09:25:00,BTC-USD,97808.93,69.40266874
2025-02-20 09:20:00,BTC-USD,97781.41,83.28643188
2025-02-20 09:15:00,BTC-USD,97866.07,75.25595711
2025-02-20 09:10:00,BTC-USD,97763.66,41.5163506
2025-02-20 09:05:00,BTC-USD,97732.08,65.12474358
2025-02-20 09:00:00,BTC-USD,97715.65,63.92406625
2025-02-20 08:55:00,BTC-USD,97568.67,62.94828661
2025-02-20 08:50:00,BTC-USD,97476.61,38.4089403
2025-02-20 08:45:00,BTC-USD,97424.24,36.25065064
2025-02-20 08:40:00,BTC-USD,97340.98,18.17459125
2025-02-20 08:35:00,BTC-USD,97312.48,21.50306668
2025-02-20 08:30:00,BTC-USD,97482.56,26.18177321
2025-02-20 08:25:00,BTC-USD,97424.08,25.79869637
2025-02-20 08:20:00,BTC-USD,97396.37,20.8689292
2025-02-20 08:15:00,BTC-USD,97387,20.0313268
2025-02-20 08:10:00,BTC-USD,97413.16,20.71657328
2025-02-20 08:05:00,BTC-USD,97458.22,22.00464119
2025-02-20 08:00:00,BTC-USD,97429.71,31.10303812
2025-02-20 07:55:00,BTC-USD,97437.4,14.89703659
2025-02-20 07:50:00,BTC-USD,97379.22,19.65313089
2025-02-20 07:45:00,BTC-USD,97459.71,22.45876126
2025-02-20 07:40:00,BTC-USD,97507.79,22.4443542
2025-02-20 07:35:00,BTC-USD,97523.22,18.58670246
2025-02-20 07:30:00,BTC-USD,97502.28,22.53109293
2025-02-20 07:25:00,BTC-USD,97425.18,18.17905482
2025-02-20 07:20:00,BTC-USD,97478.63,28.61589028
2025-02-20 07:15:00,BTC-USD,97460.94,29.34926647
2025-02-20 07:10:00,BTC-USD,97455.68,19.50554834
2025-02-20 07:05:00,BTC-USD,97455.77,23.7891959
2025-02-20 07:00:00,BTC-USD,97330.86,25.82534096
