Date,Currency,Price,Volume
2025-02-20 19:00:00,BTC-USD,98427.37,29.25781516
2025-02-20 18:55:00,BTC-USD,98347.2,20.56243486
2025-02-20 18:50:00,BTC-USD,98404.22,56.53293871
2025-02-20 18:45:00,BTC-USD,98426.8,49.80372444
2025-02-20 18:40:00,BTC-USD,98433.27,47.06983669
2025-02-20 18:35:00,BTC-USD,98432.88,62.36088364
2025-02-20 18:30:00,BTC-USD,98467.25,22.12407681
2025-02-20 18:25:00,BTC-USD,98336.86,22.83767591
2025-02-20 18:20:00,BTC-USD,98380.01,25.86806201
2025-02-20 18:15:00,BTC-USD,98285.9,17.9117346
2025-02-20 18:10:00,BTC-USD,98283.22,46.82963312
2025-02-20 18:05:00,BTC-USD,98297.94,29.62893655
2025-02-20 18:00:00,BTC-USD,98384.24,29.44349071
2025-02-20 17:55:00,BTC-USD,98157.99,25.57810484
2025-02-20 17:50:00,BTC-USD,98141.2,18.62850834
2025-02-20 17:45:00,BTC-USD,98185.2,15.74440262
2025-02-20 17:40:00,BTC-USD,98329.86,45.23945808
2025-02-20 17:35:00,BTC-USD,98282.53,23.8353522
2025-02-20 17:30:00,BTC-USD,98290.42,21.26579896
2025-02-20 17:25:00,BTC-USD,98215.37,18.31895551
2025-02-20 17:20:00,BTC-USD,98220.65,23.39054538
2025-02-20 17:15:00,BTC-USD,98110.3,22.65900585
2025-02-20 17:10:00,BTC-USD,98179.71,23.62852049
2025-02-20 17:05:00,BTC-USD,98204.91,32.47583274
2025-02-20 17:00:00,BTC-USD,98217.8,20.30372567
2025-02-20 16:55:00,BTC-USD,98122.25,24.68689608
2025-02-20 16:50:00,BTC-USD,98046.35,30.03188903
2025-02-20 16:45:00,BTC-USD,98144.96,20.46448617
2025-02-20 16:40:00,BTC-USD,98148.6,40.62400713
2025-02-20 16:35:00,BTC-USD,98224.99,25.13531071
2025-02-20 16:30:00,BTC-USD,98302.06,37.50489132
2025-02-20 16:25:00,BTC-USD,98228.92,23.22593912
2025-02-20 16:20:00,BTC-USD,98257.36,27.92105207
2025-02-20 16:15:00,BTC-USD,98342.83,34.48325045
2025-02-20 16:10:00,BTC-USD,98346.41,38.98605806
2025-02-20 16:05:00,BTC-USD,98348.15,19.62377165
2025-02-20 16:00:00,BTC-USD,98459.73,38.10495088
2025-02-20 15:55:00,BTC-USD,98512.94,69.37879175
2025-02-20 15:50:00,BTC-USD,98574.71,70.62216502
2025-02-20 15:45:00,BTC-USD,98626.15,63.60417711
2025-02-20 15:40:00,BTC-USD,98650.99,99.92802059
2025-02-20 15:35:00,BTC-USD,98532.77,82.05909026
2025-02-20 15:30:00,BTC-USD,98535.81,150.12261488
2025-02-20 15:25:00,BTC-USD,98634.01,124.72867273
2025-02-20 15:20:00,BTC-USD,98731.34,129.1631309
2025-02-20 15:15:00,BTC-USD,98542.05,68.83072466
2025-02-20 15:10:00,BTC-USD,98464.25,36.20800222
2025-02-20 15:05:00,BTC-USD,98453.16,43.16156677
2025-02-20 15:00:00,BTC-USD,98488.98,37.32539998
2025-02-20 14:55:00,BTC-USD,98456.62,53.3219506
